feature,stat_spearman_rho,effect_spearman_rho,p_value,p_adj_bh,direction
f107,0.07626131149343876,0.07626131149343876,0.27476439090960264,0.3552509296609004,up
f103,0.07417407569084408,0.07417407569084408,0.2881536486717902,0.3688366702998915,up
f94,-0.0712199801129992,-0.0712199801129992,0.3078386340733768,0.3901321303108142,down
f13,-0.07050752973521542,-0.07050752973521542,0.3127153177809619,0.39242706545061884,down
f19,-0.06380020222421683,-0.06380020222421683,0.3610861314470331,0.4487283963613615,down
f85,-0.05306604016350121,-0.05306604016350121,0.4476137090832169,0.5509091804101132,down
f104,0.0520000735336232,0.0520000735336232,0.4568014754527578,0.5568627510281238,up
f66,-0.049406266549866684,-0.049406266549866684,0.47959143251515013,0.5791292769994266,down
f31,-0.04825496841086248,-0.04825496841086248,0.4899009742633456,0.5860497636047499,down
f23,0.047434160561172424,0.047434160561172424,0.49732272209423006,0.5894195224820504,up
f7,0.04658761781190464,0.04658761781190464,0.5050389878507966,0.59020882452577,up
f78,0.04635058584210965,0.04635058584210965,0.5072107085768336,0.59020882452577,up
f25,0.039983229899217015,0.039983229899217015,0.5673193788177405,0.6542061305285657,up
f110,-0.03676907638879706,-0.03676907638879706,0.5988956019383037,0.6844521165009185,down
f12,0.03362535523511618,0.03362535523511618,0.6305228130613305,0.7103085424116993,up
f24,0.03341947603849425,0.03341947603849425,0.6326185455854196,0.7103085424116993,up
f122,-0.03059811836373455,-0.03059811836373455,0.6616277268741515,0.7364204264338382,down
f56,0.02762370575990723,0.02762370575990723,0.6927656485819327,0.761577777237973,up
f116,0.027305405686182536,0.027305405686182536,0.6961296870065847,0.761577777237973,up
f127,0.019238191902760174,0.019238191902760174,0.7832096396376973,0.8495833379120784,up
f58,-0.01846749938382677,-0.01846749938382677,0.7916915960614961,0.8515674310577437,down
f112,-0.011700575263279738,-0.011700575263279738,0.8671117402965742,0.9172752294046405,down
f125,-0.012106915782928279,-0.012106915782928279,0.8625415925390533,0.9172752294046405,down
f92,0.007725210512718178,0.007725210512718178,0.9120326553990725,0.956886720418699,up
f9,-0.006196015690440836,-0.006196015690440836,0.9293949012687446,0.9593753819548331,down
f38,0.006473681712200672,0.006473681712200672,0.9262396001708281,0.9593753819548331,up
f113,-0.005134112465759315,-0.005134112465759315,0.941471745982748,0.9640670678863339,down
f35,0.0027407668050294085,0.0027407668050294085,0.9687356727660649,0.9841124294766374,up
f3,0.0009840212917488834,0.0009840212917488834,0.9887726403535141,0.9961286513761028,up
f86,0.0003392943339065317,0.0003392943339065317,0.9961286513761028,0.9961286513761028,up
